wallet,sent,received,net
000000000000000000000000A39DE546C1B1A4403AD5ABE7A0DFAF2C9ECA602F,-4927260236786000000000,4927260236786000000000,0
00000000000000000000000063C5A620FDDD7B947D7AC32F8A57E39424E89B81,0,80000000000000000000,80000000000000000000
000000000000000000000000C0FBA4C4A1D02828E1C910C120B2172146B51A23,-20554872582000000000000,20554872582000000000000,0
0000000000000000000000000E475155949FB2BCCD79A8F7863EB1063A818294,0,55085210268046410458,55085210268046410458
000000000000000000000000C297669209F54BE26C6A7342CD92E6181644F2F8,0,392326086230000000000,392326086230000000000
00000000000000000000000014237C32208377BCF53004A8638A72FD8244326E,-5180415601000000000000,5180415601000000000000,0
000000000000000000000000D81F4D370E72F3C3A52F12B8AB1DF21579C5208D,-71033938440000000000,71033938440000000000,0
00000000000000000000000004F463A98539E8C3A1B663D70ADFE2FF96A8936A,-3250876425956122169495,0,-3250876425956122169495
000000000000000000000000DE7D5CB66F9A094A8DBE491810776528149E128B,-7004990000000000000000,7004990000000000000000,0
0000000000000000000000006276216834CD590A9F2A7525C9D11F961B7EF6BE,-37709193000000000000,0,-37709193000000000000
0000000000000000000000003E59B51A596B7FC25DAA0083144923E9514CB811,0,64107595845373493031,64107595845373493031
000000000000000000000000DEAA76D64A4A4FFAF98B798BCAFA2671C8BAD967,-99000000000000000000,99000000000000000000,0
000000000000000000000000C7E8BB5F46A7D4C16B70FE4C136589148F03C4B3,-157986305991444931753,157986305991444931753,0
000000000000000000000000D40AB947DFA5E15578150F1047F7A0279DB5D257,-1559832579320000000000,1559832579320000000000,0
000000000000000000000000C3F9D3C840633E02423A638A0C315A1070370549,0,11000000000000000000,11000000000000000000
000000000000000000000000BD279EF7748CB30CFF946EDE9A394398A59BEEF5,-35000000000000000000,0,-35000000000000000000
0000000000000000000000002A3058E950F53AE06614D96FF05277756874E70B,-78556257560000000000000,78556257560165706207774,165706207774
000000000000000000000000D8BEE19EE1F48C05B8FC50221A1DA03CE1383ABA,-5137117438754040000000,5137117438754040000000,0
0000000000000000000000003C784E401DB8363A4964EB295800EC67404921AA,-195501489000000000000,0,-195501489000000000000
000000000000000000000000C15A3F51F1D431D79A15285C5D528EA8D326E4AB,0,688631247973022097823,688631247973022097823
0000000000000000000000007F6FAA8A20B53AC6CA6F504E1C218A2E97AA06D5,-120123034185000000000000,120123034185000000000000,0
000000000000000000000000A22F92466277A1D6257BD611AB37815EB684C903,-505433160000897517651966,505433160000000000000000,-897517651966
0000000000000000000000001962F3EF943855150293351B3E592DE7C040BCCB,-1604179200000000000000,1604179200000000000000,0
00000000000000000000000072C1461502A89A2A8505C1926C429C4320AB453D,0,108966704620000000000,108966704620000000000
000000000000000000000000F60E7E89743302B2F4289776DF459AF8BFDF86EC,0,100012915638447437340,100012915638447437340
00000000000000000000000075136C5F12F985A243F50E5E17353CC76939CB39,-1310006941975791391213,1310006941975791391213,0
00000000000000000000000047EF7FC11E4EE8680ABBA72FB1153AA80E3B8C94,-32700000000000000000,32700000000000000000,0
000000000000000000000000A5F74AE4B22A792F18C42EC49A85CF560F16559F,-1000823538144766224779820,1000000000000000000000000,-823538144766224779820
000000000000000000000000DF500F5EB6CFDC5E2418D5450995892F88260A1A,-90668408321235166469,0,-90668408321235166469
000000000000000000000000C4C1B6068D5CB8C424F0BB7159C78971AFEAC9E5,0,9000000000000000000,9000000000000000000
000000000000000000000000E8F8674CE9A15305B6EB69AF9BB008578829DFD5,-650550000000000000000,655455357089497909831,4905357089497909831
0000000000000000000000008BBEFA6071B8EF465470B685A59F79E72EB90F3B,0,9975769230000000000000,9975769230000000000000
00000000000000000000000080D762E5A4DC2BC237F594A7F696B5E216067036,-181592262882000000000000,181592262882831376406643,831376406643
000000000000000000000000617BCC428113701026350E583D8D3BE102ADA7F5,-100000000000000000000,0,-100000000000000000000
000000000000000000000000D23A687D8FBB76584B54D533F0C34E2F6FC81A56,-495902477496000000000000,495902477496000000000000,0
00000000000000000000000093AAA1BBC0D5B2C11AAE6C223D81B287F008CA13,-2268708990000000000000,0,-2268708990000000000000
000000000000000000000000AC767F2278C268129563BE39E2B80AB3DA94260C,-4063639519700000000000,4063639519700000000000,0
000000000000000000000000311F9CA1D232A157FB1432615FB66673323BF858,0,3027494842657015733963,3027494842657015733963
0000000000000000000000005C312F37CB8EFA6F86B22FC4F0C0380EAD527BC6,-225069658252849771340,225069658252849771340,0
0000000000000000000000002F128E158C967E0897C9FA170703C492DD6353D6,-5884707287000000000000,5884707287000000000000,0
000000000000000000000000B84C335326CD08C212BAD85C4A2E38D9D188DFAF,-1593497559999999944011,840957559999999944011,-752540000000000000000
000000000000000000000000F533B3EE07A1DDB552BB7AD210251AF5A6A9E601,-8600000000000000000,0,-8600000000000000000
000000000000000000000000ADC9A45037280915E140ADCF269E9904FD53B69D,-23843021527000000000000,23843021527000000000000,0
000000000000000000000000F26D55E84935F1403470A67ABF5A6705B072523A,-6149415406688762090941800,6149415406688762090941800,0
00000000000000000000000088E79B6419A97160D72E0888E14868AA5DE87A89,-112489942364000000000000,112489942364776283214015,776283214015
000000000000000000000000AC80E61DFA898FC0C980B13E2E79E5DDB0E3920F,0,945456152227643861101,945456152227643861101
0000000000000000000000002E52CC8504257DEC797140A313112851509BA8DD,0,525114074180589902583,525114074180589902583
0000000000000000000000000875BD0398C00B7C846B7F59AF4FD26B176956C8,-1121000000000000000000,471000000000000000000,-650000000000000000000
000000000000000000000000CA5568B6CBC4666AB87F9AEBBDF1C12F9FDD1EB5,-1409715297671930185245,1409715297671930185245,0
000000000000000000000000D54FDF2C1A19BB5ABE5BD4C32623F0DDD1752709,-42138625485000000000000,42048841485756326013597,-89783999243673986403
000000000000000000000000D13F3F4BBECA152B58B01E9B0F151F63ABAFC956,0,11055831950000000000,11055831950000000000
0000000000000000000000003C2D8EF8FB0F9AE1C80BB2729A976132763BA8CA,-219000000000000000000000,219000000000000000000000,0
000000000000000000000000BF8090EAB036022B7E0C77D9E34793F1B756D94B,-18906677093392297817278,0,-18906677093392297817278
000000000000000000000000D4924E96523426DBD3741BB02787FD44FB1AA04C,-159000000000000000000,159000000000000000000,0
0000000000000000000000007B07E97A76133ED6B5F82C6B8BEB0C6EBF8DC3B3,-75000000000000000000,75000000000000000000,0
00000000000000000000000053C71ECDF9CF888EA8332C7540A80788C58D217C,-944305342000000000000,944305342000000000000,0
0000000000000000000000008C1A4C98C470900567FB9E764243C89CDA79400C,-610528860000927826134284,610528860000000000000000,-927826134284
00000000000000000000000060436C315E5E887EC6B475CEF2BC7910F629177E,-4962030000000000000000,4962030000000000000000,0
000000000000000000000000D0501C111D63D3A162C4F436B051342373FB9177,0,13418255575096326646845,13418255575096326646845
00000000000000000000000092BA00B8452D956A2EC133B5BA702C14C1CA6E24,-9000000000000000000,9000000000000000000,0
0000000000000000000000008F87D25CF90977C8579D0DC7F558DBC62CED3B2C,-117553773222040000000000,117553773222040000000000,0
000000000000000000000000B7DE2DBFF831A02AA9B9D8462DA7D11B81C7A557,-8458328507000000000000,8458328507000000000000,0
000000000000000000000000CDE38765C92444617DFE26AA8B411BC086834A4B,-7868716740000000000000000,7868716740000000000000000,0
000000000000000000000000FAC81622DE44DE4491B03806E7159304274A0F8B,-47836353780000000000,47836353780000000000,0
000000000000000000000000E2F9DC2AF6914B6A13A4B0C20004E6D18C41995D,0,19758207059938518188362,19758207059938518188362
000000000000000000000000A344D5EDF064FE0ACEBCC72F4619C1202D95707A,-28971000000000000000000,28971000000000000000000,0
0000000000000000000000006ACCDD7BECB0284C14538E26DC3DA592292B1ADA,-187247019682469736960,187247019682469736960,0
0000000000000000000000004FB551E6DBA876426FD9ABC8900B46287F89C4B3,-199990650191045097056016,199990650191045097056016,0
000000000000000000000000C4B915F59F9237C3ED6764AA3E95F3C25F9A0ED9,-352829512000000000000,352829512000000000000,0
000000000000000000000000BAD94BE775C187746DC6574B2F81B1D4385A16F4,0,1559308075021196573992,1559308075021196573992
000000000000000000000000B1B6D78916252947C3DAF6EF5D06F9FE4325EFA4,-14124875345184116400000,14124875345184116400000,0
00000000000000000000000034F187E9EB01F704E77DD5416201E151F12692D2,-5603914317441070463961,5603914317441070463961,0
000000000000000000000000F4F1519F46B1632E79399418C8D980E0832D6768,-186873801149000000000000,186873801149746927471760,746927471760
000000000000000000000000AB79DF64A80FFD788E242AD3D4C1A2ED411BA69A,-279656034099457983651,0,-279656034099457983651
000000000000000000000000CAA71AD2814E6108ABD5E40B4C874E9C01DDD32C,-1418965566000000000000,1418965566000000000000,0
0000000000000000000000004C562833673AEA0D026F905D7F2146BE02D8C18B,-94000000000000000000,0,-94000000000000000000
000000000000000000000000185090DD47BE24242AD7743886C493C7F332B549,-31333641194000000000000,31333641194800000000000,800000000000
0000000000000000000000001AC045628E0B420A135F94CB3D956236E12A07D9,0,21737892787414486156299,21737892787414486156299
0000000000000000000000000DDF629D67B7E583A8A1A7BA17676C545A2D0CED,-89316000000000000000000,89316000000000000000000,0
0000000000000000000000001503B2D064A705E7A605F88F0346B9136D011C02,0,10000000000000000000,10000000000000000000
0000000000000000000000008984B2D450A7445A8C05330B71AD242627CA6503,-2090000000000000000000000,2090000000000000000000000,0
000000000000000000000000F726383C872EE92C91EC3C25448AE34025DA1043,-1010000000000000000000,1010000000000000000000,0
0000000000000000000000001BA520C256203E403721EAC00C4776251AADAAA7,0,568254397728847361412,568254397728847361412
000000000000000000000000DF84B6941601D20E8B0A8FD787541709144E4C8E,-78103138289987837632769,78317902965958297353219,214764675970459720450
000000000000000000000000A60FF25C8D494D8D1492EADCB0781F6834648FF0,-21344717182497330000,21344717182497330000,0
0000000000000000000000009946CCD4524B7DBCC896D39895020C6E9E72A92D,0,106083282080000000000,106083282080000000000
00000000000000000000000092C49A0A8C56573DA2E48C7D232BF388497B265D,-89275595995397872699,89275595995397872699,0
000000000000000000000000EF6D86F0266036F229A746A553C9EF1C8416B0BF,-1000998000000000000000,1000998000000000000000,0
0000000000000000000000007C9189FB85665FD183209825C7EEE6954ADAEB2F,-15089513634000000000000,15089513634000000000000,0
000000000000000000000000F598598B70D71A37D320BAC32DC89BC865B5236A,-325161000000000000000000,325161000000000000000000,0
000000000000000000000000BDCBB92B8DD17D4BF1A9E45E50EC2A208D1E9D90,-35953646113000000000000,35953646113930000000000,930000000000
00000000000000000000000073DD0A3C00B00EABA907ED19DDF26C2DF93E2D53,-46763516260000000000,0,-46763516260000000000
000000000000000000000000AD5C5E2A38971793AF4F214E3DC7561027833582,-153883440000000000000,153883440000000000000,0
000000000000000000000000BAD2AB52A70A7735EFE69050BF8F5DEF097997E2,-2046586253713603580337,2046586253713603580337,0
0000000000000000000000002B68D2DA25A975B7DCB98A44443A5BBF83ED79C6,-62888808000000000000,0,-62888808000000000000
000000000000000000000000B16AA4F1865E6D11BAA044C6B7ED930354A00DFB,0,4929002588300000000000,4929002588300000000000
000000000000000000000000B9ECC4034CBBA6366C563946BD2BF304B60B51F4,-9000000000000000000,0,-9000000000000000000
000000000000000000000000697421F828EC448B72440962EBFE9011ED88A989,-5074920000000000000000,5074920000000000000000,0
00000000000000000000000077180AF3906606401B84A0307CFD52083518FE5B,-9000000000000000000,0,-9000000000000000000
000000000000000000000000F77CC3FAC148FB688F0A2ACEBE6C291686258448,0,1437953874525223753581,1437953874525223753581
00000000000000000000000049E810F6BAA3774B96174E20A2D4E16EADD8DB90,-5897173949766810000000,5897173949766810000000,0
000000000000000000000000F3CF2AC5010D04F27DB21196D3BBA340B2FDA8B5,0,3703588552990000000000,3703588552990000000000
000000000000000000000000794EB47D01FDF837D2F4D444E67A7F5B5F1BEE04,-644930000000000000000,644930000000000000000,0
000000000000000000000000300283C69244460A449732CEFC2E221DF7272812,-65061808000000000000,65061808720000000000,720000000000
000000000000000000000000F96AD0B07E3375E8109EDF53D5C0A5869B9CD633,-10368409316000000000000,10368409316000000000000,0
000000000000000000000000FAB576FF46BD27B095A4EEE4A293ECB0C41D5A85,-519894603931169588587,519894603931169588587,0
000000000000000000000000F6EDE34ED9859D95F809DAEF361800E959686A19,-20500000000000000000,20500000000000000000,0
0000000000000000000000007C96C94A455EE8EDAC4C1191ED4C0CDFC34589C3,-19980000000000000000000,19980000000000000000000,0
000000000000000000000000C8ADFDF1C5AF7553652F748A3AA2E13D083F5EB6,-299428092340000000000,299428092340000000000,0
00000000000000000000000043113F324F65CF6FE5D5D9B4262D2E3890F0DF49,-490000000000000000000,490000000000000000000,0
000000000000000000000000BC00562F5E3DB58B0807A037F5B476007E32CA3D,-35307000000000000000000,35307000000000000000000,0
000000000000000000000000200BD71ABC73A530C8041271C3CDFA283EB035FE,-199800000000000000000000,199800000000000000000000,0
0000000000000000000000001C45205A9C7BC3906277435F9B6B98850B5FC884,-552000000000000000000,552000000000000000000,0
00000000000000000000000022C17E4EBB68D542C38B98EE6C4828FC27978B56,0,656408449151314505032,656408449151314505032
0000000000000000000000006999696DA5429AF994ABFBD11B647C74B9FE350F,-135467568470685942945575,135467568470000000000000,-685942945575
000000000000000000000000FDAFB1BFB9D291ED5720EC259D0B1BA206153334,-408865612161615358250,408865612161615358250,0
00000000000000000000000007B0E09C57EB0777E9A75E30C835F1C8CDB19868,-7000000000000000000,7000000000000000000,0
0000000000000000000000007D4BD02061B4FAAFD5D09FE577C49E17052D2C58,-2533009646000000000000,2533009646000000000000,0
0000000000000000000000004FDC437451FCE417D06F17337A74256460933916,-1738481031000000000000,1738481031000000000000,0
000000000000000000000000F7B18E107EB36797F4CE36DE756630B9C30969AD,-20029950000000000000000,20029950000000000000000,0
000000000000000000000000D3CAC47A6E7690E50C880D244F3D50604B9251B5,-1030483262000000000000,1030483262318206200739,318206200739
000000000000000000000000102AD1990EF0E5DEB63483382EFE31E9324DBDBC,-17882100000000000000000,17882100000000000000000,0
000000000000000000000000F4F57F04BC021AADAFA5F145DE6F4555B12AFE87,-29807748431000000000000,29807748431057383161253,57383161253
000000000000000000000000FF2F764F886BA7FA74E76F9C591AAB1E64126BB3,-48734000000000000000000,48734000000000000000000,0
000000000000000000000000B18053E447E30728DC1124C37AFE16C5223B4B7C,-2495989303153353371215,2495989303153353371215,0
000000000000000000000000B22EF3CCABD2BA6DD2C110A30FA38B942B33FA0A,-350836824940000000000,350836824940000000000,0
000000000000000000000000BF612712463C38D1578FFBE118555322FBC631ED,-27399580000000000000000,27399580000000000000000,0
0000000000000000000000005E3D1248A9995FCDDE66E8B507C017A6EE8C02C0,-32867100000000000000000,32867100000000000000000,0
0000000000000000000000004C00FB07E6A7BAE3FEF955360A008652558076C5,-906515580000000000000,906515580740000000000,740000000000
0000000000000000000000005755AB3D8B03AF033D47E164F1CD2824E2D475DD,-2078025962000000000000,2078025962849282537980,849282537980
000000000000000000000000BE5BFAEFC6399DBB403D0C870D058B40717EF391,-920852051413000000000000,920852051413000000000000,0
000000000000000000000000C55B475A59F3D414419237454D478E3232499506,0,394769991000000000000,394769991000000000000
00000000000000000000000040C76C12615A90954F17FB265CCABC169671BB67,-10000000000000000000,10000000000000000000,0
000000000000000000000000FE9EBDF8C7E977096D91295A0A31854A0B988A00,-99000000000000000000,99000000000000000000,0
000000000000000000000000C59F8FF8592B2FC81AA8C3B80D4A28C3BBB88A4D,-42884121000000000000,30006999000000000000,-12877122000000000000
000000000000000000000000D00A4FD607B031EE21B80D33089991027E14F0E1,-6083765049300000000000,6083765049300000000000,0
0000000000000000000000007B2DCD3FDB16009E5CD3959A1E2CDE1A9D228567,-3341285000000000000000,3341285000000000000000,0
000000000000000000000000DF28AF0A4766F581CE79BDC698B5CCAE4ACAB4AB,-452702585170000000000,0,-452702585170000000000
000000000000000000000000D0EA1092B42A97EF62FF6A054176CF95F8CADEFE,-53784860000000000000,0,-53784860000000000000
000000000000000000000000ADE2D6A686E60361D8D1BAC4E54CEA73A8A2F9DA,0,500000000000000000000,500000000000000000000
000000000000000000000000A8A6DC129ECBEF72FA26EC9A025DDE187DE9E710,0,477027539670000000000,477027539670000000000
000000000000000000000000DF1945B6C1DD15E52803D82A7A469527762C0DC4,-5048962103055825765498,5048962103055825765498,0
000000000000000000000000DDBD3514F1CF38E1CDD332746B70C7325FBCCD04,0,758410969450823950822,758410969450823950822
000000000000000000000000CEC28B2DE3BE9393F4C044AA7C749572B86C5237,-98958802422612299914080,98958802422612299914080,0
00000000000000000000000040270BA1948D75D54F007F59554DFB50CAC9238C,-100029462358566348712,100029462358566350077,1365
00000000000000000000000060416EBA2000EEA2A37635B7ED7D8B00295DA3E7,-515700000000000000000,0,-515700000000000000000
000000000000000000000000C04EAECE9975F84F2836AF1B39BB7B847296B4B1,-1776943817058623153483,1776943817058623153483,0
000000000000000000000000158E8221C767CF87AB7DE84867CBBE267BE299E6,-999000000000000000000,999000000000000000000,0
0000000000000000000000007AC7B6C9D2324B9737A7B0E31713105D41C587CF,-9993620000000000000000,9993620000000000000000,0
000000000000000000000000C37A551055E365C68AEDA24BA511DE8BE0165E1C,-15252731677000000000000,15252731677000000000000,0
0000000000000000000000008539AF2C84C58500C3DFB573FF0A0258D9DE32EB,-322000000000000000000000,322000000000000000000000,0
00000000000000000000000016C33A19166C361837366BC4BC0D82A95FC1AFAD,-29000000000000000000,29000000000000000000,0
0000000000000000000000006B439FB10615D55A5A22F056EFC57F96042F8811,0,46424258221616816654,46424258221616816654
000000000000000000000000DCC99EBAA5B745C02B9B135D1627189FD3229C13,-192807000000000000000000,192807000000000000000000,0
0000000000000000000000001023C9A220A2ADC82FD6CA01CB486830419BF1DB,-108245358000018158893,108245358000018158893,0
0000000000000000000000000A089FA06BD49D95E0FF43E4655450BDBEDFE804,0,9000000000000000000,9000000000000000000
00000000000000000000000004CD8A7693527A55AF01BF3726D17E752BCFACFA,-2450402877031645015441,0,-2450402877031645015441
000000000000000000000000CEE5579142AEFCF1A50B54DF7C2E9E1DABED16D3,-22443888159940000000000,22443888159940000000000,0
0000000000000000000000005B4241DE2DA2FED68B4F47D8B43E30A8351B6E5B,-35000000000000000000,35000000000000000000,0
00000000000000000000000034CA2DAB029AE234A7EF4418D83226F3B381C87A,0,18000000000000000000,18000000000000000000
000000000000000000000000426A8629466991A8FA907A3BA265ECA6901448DF,-31186483000000000000,31186483617692706813,617692706813
0000000000000000000000000D96191A0E7BC2E942F1B85F273982F0846D7935,-653717299000000000000,653717299000000000000,0
000000000000000000000000FCF1F9119BF7B2EC1977F53923247013A156F638,-135580161063054225624046,135580161063054225624046,0
0000000000000000000000007339764D580349C6817B9016F27A4A9735B6D2C7,-1207151890000000000000,1207151893992670772895,3992670772895
000000000000000000000000BA0063F2EFE9821972A6A4A736241DB603402EE3,-1498500000000000000000,1498500000000000000000,0
0000000000000000000000005277DA7E9A645D6E59745735332D8AF21A0887AD,-13993003000000000000,13993003500000000000,500000000000
0000000000000000000000007A45D4EE509DA8C8FD6E5D1FC56DF11E9CB00551,-5774956785293394940504,5774956785293394940504,0
000000000000000000000000CE493A33226AC320BA69CCF2632C587B1EDA0C33,-397582000000000000000000,397582000000000000000000,0
0000000000000000000000005EA45ABACADA95F7D3D89ECD81951BCE25E6FB3E,-5209666979187640000000,5209666979187640000000,0
00000000000000000000000087AC8900215BF48B88D0CF147E72F8FE9B7DD7A6,-49000000000000000000,49000000000000000000,0
000000000000000000000000BC14E761DF47D0D15CDEF1FD63AD8C9BEB64E4F0,-49000000000000000000,49000000000000000000,0
000000000000000000000000763677C33D91B2AD25020E4C4C965C9F7C825B78,-5209666979187640000000,5209666979187640000000,0
0000000000000000000000009CAF3FB16FD0B81E41B0E89A5632699575A3742B,-5663340000000000000000,5663340000000000000000,0
000000000000000000000000EB3A4A0A541D224779FEB35095BF692AB823CE9B,-80154447333180000000000,80154447333180000000000,0
0000000000000000000000005AB6B54F08060B49726E308F2E85B97F333B8BA0,0,490000000000000000000,490000000000000000000
00000000000000000000000071BFA406DE7F87AEC32836C381BF19B475E8CF1A,0,2008765694224977481863,2008765694224977481863
0000000000000000000000007D74EEC6DBF6589574C30D21A7ABD047AEBCAAA5,-46878563130000000000,0,-46878563130000000000
000000000000000000000000149D6E1F7398A7C5AFCE6DD552C3391F9CA27081,0,814407219607780131297,814407219607780131297
0000000000000000000000004670E567CF658A65F97727B8085203645868DCD5,-12087900000000000000000,12087900000000000000000,0
000000000000000000000000D036F6207E1B1148D6EC5605CC289DAF02084DB8,-1208598773000000000000,1208598773014017077818,14017077818
00000000000000000000000042D5167F9051A43A1C9552D2618028B8DE8E945F,0,4000000000000000000,4000000000000000000
0000000000000000000000001A8844A67880B98FD6A568380EA970E699A15D45,-2997000000000000000000,2997000000000000000000,0
0000000000000000000000002623C55B9A58C4F2E94E76AC593F8382640DC79F,-25852278666969536675,25852278666969536675,0
000000000000000000000000FF31B6BB23B5A595183FAE809FFC9E6ECB48A9D2,-259976647751598226512,259976647751598226512,0
00000000000000000000000043D3A533A94BF350BC0DC91726221F16AD9B5198,-25365377783060598216681,25365377783060598216681,0
000000000000000000000000627DE93F14E69048E8951F60856CBBBE8F5D520C,-5093937242000000000000,5093937242000000000000,0
00000000000000000000000032C14045D38EC2B66011CFB2ADE6A5D1FEF99FAF,-199229033000000000000,199229033200000000000,200000000000
000000000000000000000000F4BD143E1A91B24F3E39358E3646C3B341123397,-774870143150905697864,774870143150905697864,0
000000000000000000000000CACC9D8A2C8145A1740CAAFFBB2A3DD0E1B5489F,-635353929000000000000,635353929000000000000,0
00000000000000000000000006391B7C0CEE5CBA49A3F18B0F8556BEEF93E401,-1016500000000000000000,1016500000000000000000,0
0000000000000000000000001E80DE3C029E812AE799799F096B6343186CE92E,-9877945824000000000000,9877945824340270953104,340270953104
000000000000000000000000488BA9D739C7F276C2AEA19E0DCD630242763DDC,0,18000000000000000000,18000000000000000000
0000000000000000000000006E28AAA9E0324C53537032AE04470457378C0BB8,-4533276772000000000000,4533276772000000000000,0
0000000000000000000000002BAF401DF7EFF7098402FE8D8DD99DE1013326BC,-2500017537900620000000000,2500017537900620000000000,0
00000000000000000000000026A59BEF5539843D8D10326BAB7C00CF193AD6AA,-726063080000000000000,726063080163627012163,163627012163
000000000000000000000000AFA2F12F7BD7B093AC0139A2026D209AAE588C4A,-10000008307510000000000,0,-10000008307510000000000
000000000000000000000000EB48A103D2C91616E24A740BF3D1743204C22D31,-5004000000000000000000,5004000000000000000000,0
000000000000000000000000D99BE75909DC86A10CCAACE38BA870B8206861EC,0,402565667830000000000,402565667830000000000
000000000000000000000000ED235CA8F5440A3BD2FBC3775D1E3FB9BD95B9DD,-72752695422320000000000,72752695422320000000000,0
000000000000000000000000A5A7AB6EDC95DF951E12364C21C209E28DE7CCAB,-756578093760445134964,756578093760445134964,0
000000000000000000000000239C27AB73E67D8681EB3364BE0C3331F030119F,0,1554140643991479929324,1554140643991479929324
0000000000000000000000009C443A4202C3374E0AA9B8A6575EFB8025C245CC,0,1000000000000000000,1000000000000000000
00000000000000000000000079C4AE6336DCE2B64F7671B0F4B923BCB3047522,-656895413682401318367,656895413682401318367,0
00000000000000000000000053068A7D98319F9FFA8A84D309BD6AC937B92716,-5229030363997442902166,5229030363997442902166,0
0000000000000000000000007E7EF022F25A5C4FCDD2258F1AF2AF2C19A132A8,-854547100000000000000,854547100000000000000,0
000000000000000000000000C33EEBA8F66B73D89252A45445F41374E516A47D,-621430620820000000000,621430620820000000000,0
0000000000000000000000002068C40433D7E86D2C2E884B44E3B3301EBF494E,0,4555000000000000000000,4555000000000000000000
0000000000000000000000001BEBF0E2C487BF6DB1703145F0BBA42F528D48CD,-97259184745000000000000,97259184745235033066470,235033066470
00000000000000000000000059C1046C191F79B6487DC698C09B0719352BAE4C,-46951915394277191739513,46951915394277191739513,0
0000000000000000000000006A454300F325FA2D4216449926CEA850F2D2F542,-9000000000000000000,9000000000000000000,0
000000000000000000000000EAD7737AA774F64399A0A130856921E09A69391B,-507647152460000000000,507647152460000000000,0
000000000000000000000000C8D4D49B431B701BFB1DE2DCD54A291566AA7BEC,-166915138590000000000,166915138590000000000,0
000000000000000000000000736D0639F65500B6AB74EBF9D88B102131ED9F2B,0,1136988185319138624229,1136988185319138624229
00000000000000000000000019565268653BCE3FD8D05B8919A4C23CAFF2AFF2,-990603243043186467893,990603243043186467893,0
000000000000000000000000D98CEDD531F37C9E0F0D4689208FCF68BA238102,-632532056000000000000,632532056000000000000,0
0000000000000000000000000BBF733955F4BBD0513B550F04C7B23064658901,-10000000000000000000,0,-10000000000000000000
0000000000000000000000002C9E1E4489BFD052FDB8A5AF80496A22FB2B5420,-100000000000000000000,100000000000000000000,0
00000000000000000000000014A7F1C9DFED74843BB96241143B0801EC0B8A33,0,853133076987537714326,853133076987537714326
000000000000000000000000BB97382E2B1668D47488ED348A877E0D6D74E4EA,-30368601000000000000000,30368601000000000000000,0
000000000000000000000000027EF52BD39AB33B0473F0541AD3889FB287E4DF,-42000000000000000000,0,-42000000000000000000
00000000000000000000000021C842EC13C66ED4D9E0DE44AC1D5D5C1F7C887B,-79000000000000000000,0,-79000000000000000000
00000000000000000000000040C65D6632E7BA672C65E58A0B7A35DC45572550,-761795450000000000000,761795450510000000000,510000000000
000000000000000000000000667FDAC0C83367DFA5F926EC901BA86BAE7CB62F,0,3167795935620000000000,3167795935620000000000
000000000000000000000000C2D41A69A7A6B94C80176A8AAED4929655A3F077,0,1382337587089688936500,1382337587089688936500
00000000000000000000000076B41A824CDA771646F4A0FB7E19205DB61EC589,-38020431385250000000000,38020431385250000000000,0
000000000000000000000000D1D7979E435440FE41C486C0D9194A53A479CDF1,0,11000000000000000000,11000000000000000000
00000000000000000000000027D7C24563ED53F37E0D47C042BE3AC0E3BF86D6,-256313733166000000000000,256313733166294591868325,294591868325
000000000000000000000000D3F72E5D916F6A7311AAB0D91A36D65366AFCE6E,0,15025000000000000000000,15025000000000000000000
000000000000000000000000D88CDA7504DD8DFF977345B343FE556FB0EC6804,-1065426074000000000000,1065426074230260000000,230260000000
000000000000000000000000A1EDB5FF9678E8B7AA8E205E093DD9069F1EBCFE,-10707702460144000000000000,10707702460144580236758161,580236758161
0000000000000000000000006D0814BD6794D6B3A9F7AEBE4F796CA19590E022,-37734466090000000000,0,-37734466090000000000
0000000000000000000000007EC94ED68AB64AACB43A610651DA290071146DC4,-1497550000000000000000,1497550000000000000000,0
000000000000000000000000BB01055EDA8186A912DD7DFC6825B6F80CC39E75,-9500000000000000000000,9500000000000000000000,0
00000000000000000000000005CFD4B9B37F4F8736B6DA569FB4262D36F57F56,-609381781330292545766,609381781330292545766,0
0000000000000000000000007607C3CFFBE9647EDBA792EECBA0642A413DBE9C,-29970000000000000000000,29970000000000000000000,0
0000000000000000000000009ABC9190FC0502F6F7D48DE2C40A10BEFF3DC17D,0,14000000000000000000,14000000000000000000
00000000000000000000000077060C8A332CB98BE72665DC4664BD4669BB8C9D,-1135132814600000000000,1135132814600000000000,0
0000000000000000000000004042FA5B234C50100D962520E4BFB9AA2ECE75D9,-189162838996000000000000,0,-189162838996000000000000
0000000000000000000000004D73FBB6EAF37EB04C46C95105A977BFE6FC8F6C,-300709000000000000000000,300709730529530788744223,730529530788744223
00000000000000000000000053D9A7A2AFAD699E4E2DAB44FBA95D79B83C2D80,-1058434800000000000000,1058434800960000000000,960000000000
0000000000000000000000003B83CFC312199E2A651A3C3EB46C7166E3487427,-306597223984776501354345,0,-306597223984776501354345
000000000000000000000000530C330251FBBDA6372453DCC8022A6EB43222F4,-4981833221024804498649,4981833221024804498649,0
0000000000000000000000007E5F9EE3879866A7890688B4F6D18623AB20BDAC,-39584561349100000000000,39625561349963095182954,41000000863095182954
000000000000000000000000A8190A0560D3A0D64BAB218D3727137283386E56,-75000000000000000000000,75000000000000000000000,0
000000000000000000000000DA4A9E152DEE91E6AA769FED51236733F5B9DA2D,-1134000000000000000000,1134000000000000000000,0
